id,llm_sound,llm_answerable
7c35dd02-aba3-4f1c-b36e-6a7644c70a1c,False,False
7cb3b72d-4afc-4935-bc6d-9465a112d273,False,False
7ce09486-c18f-4ba7-a318-22d3307df61d,False,False
7d54039d-25de-413b-b125-f98d4678d912,False,False
7eff3ed1-4d51-4709-a5a4-17d9ff0c0db0,True,True
7f878470-8aee-4db2-b8ef-258089f7d341,False,False
802e2186-1d1d-4c01-a1ed-77f3b3edfbf0,False,False
825e4be0-04bd-42cc-933c-c29561e96f1c,False,False
82913bd6-6299-4d62-8063-36ce46af373d,True,True
82adaa45-683a-41f1-acfc-fb8335651e7c,False,False
82cac788-eda8-4954-84fe-8e17ea6fcfac,False,False
82e62679-6ef7-400e-afca-46d56dc5e375,False,False
830b248a-d95b-45af-9257-6eae0efccd72,True,True
838debb7-2104-4a77-b483-ddce485a80e0,False,False
84c43086-9b09-4869-9ff6-c0f1aa5caaa9,False,False
8656397f-6dcc-4c6b-abbb-b6bc4c442388,False,False
86cea17b-6b3f-4cc8-9278-4f2632f7678c,False,False
871df950-34b1-439c-b451-9a627e646c55,False,False
89023e7a-dfc2-4fe3-8158-f781851d11a1,False,False
8980a262-df85-4c2a-a508-c8975cb3dcdf,False,False
89e055cd-ab72-4364-9b6e-34d846662db1,False,False
8b73ba49-78a9-41c2-a1b7-658a7fb02c52,True,True
8bdee4be-3081-4d8f-9650-940c39ca613f,True,True
8c782a37-597a-4cc2-86f8-496a55e7a3ff,True,True
8e64e53c-fbc8-4de4-b12d-843986b58265,True,True
8ed03fe7-2d0b-47e7-a762-46897bfae3dd,False,False
8f254bbd-19c7-49b9-b37a-3bd5aac3c71d,False,False
8ffa5607-ce85-44dd-92b8-02547af332a5,False,False
905fe1ae-0450-4de6-a96d-357ee253b944,False,False
9107220a-1945-4d98-9b90-84f04cb1532f,False,False
9281a28a-0706-41b6-bae8-76ef0980dc6f,False,False
92e7f4ec-b00a-4917-82cc-617e5d438c78,True,True
9357bb95-0fcb-455b-bfcf-63a41bba11f3,False,False
93638f2d-6b25-4fe9-8cd1-39fe7f952d3c,True,True
9402476c-5eab-4307-b55e-2110c833978f,False,False
94106eb8-f6a9-43f8-85db-ecdb67031a9f,False,False
9661ebe8-88d3-4312-b820-99ddd97cd66d,True,True
97d86b0b-0f58-42aa-9eed-8d3f03cb0d52,False,False
98944f7a-ec81-4040-b6fb-618ba132085d,False,False
98a42be3-6988-4552-a65b-b17196119ea5,False,False
98c93ab4-4db1-426e-8fb9-9eeb6da5bab5,False,False
993a097d-f871-4605-a018-8d0ae8ba3ec7,False,False
99fa0802-8bbf-498e-b8bb-6c285776ba93,False,False
9a739e72-e295-4d78-b19c-4126f372166d,False,False
9be31908-3dd5-45a6-ba86-0bb33c9a1247,True,True
9e079717-b504-419f-a436-fa19aaa759c8,True,True
9e145689-4a63-451d-a04f-a59f23a54509,False,False
9ff12371-b26f-4173-b4c9-3481c138c71d,False,False
a1d2fec8-1014-4b18-bb23-c7b9bf0226e5,False,False
a2a7cdf6-4b53-4b9a-b4a9-c272c852f00a,True,True
a2a98a90-f4bb-4a8c-aa65-348ffa4c8f63,False,False
a2f2b032-1701-4e3d-9c16-29312f5c07a0,False,False
a39e53ae-7616-4a17-9414-1bd4acbc7d96,False,False
a3ce0f33-c761-411d-b548-f889e3b9c30e,False,False
a5b4ad15-1757-4ea9-bdfe-8304b616c555,True,True
a7e3eafd-a253-484d-9048-488c4916ae9c,False,False
a7f34d57-5e9a-487a-aa59-a1b1f966fc90,False,False
a8338743-57d1-455a-b44b-69e9eb067a90,False,False
a9bb3b7c-d4fb-4417-984a-9d5177b94720,False,False
a9d85ecb-efb0-48a0-a9a3-d07215e256f0,False,False
aa630a6b-699a-4750-8710-02107f8762ce,True,True
aaad5cfd-46f8-4e33-b589-7c70c8f78958,False,False
abdf0e47-7ea3-41d7-b435-5dd8b3c69047,False,False
aeba83ad-0066-4383-bd86-2a0cbeb7f27e,False,False
aef86c55-4c6d-42ae-ae86-23fc180e05d5,False,False
af34403c-d5f9-43e5-814a-128ea42acb1b,False,False
b0662d4c-16cf-478d-b526-98fd06cdff96,True,True
b18f2aaf-d6f1-45cf-8607-a50f0ec71782,False,False
b27085d6-bf74-4ea6-9348-5e1132c1972a,False,False
b293f3d7-ae14-4e09-97fd-71568f827539,False,False
b347d2bf-902d-4c22-beb3-68ce096f90b5,False,False
b376ce39-7f41-43bd-adc3-8d5c8b57f2f0,True,True
b3d04670-d79e-4550-a0f0-5c08d8a8e844,False,False
b4db4c47-6d92-4d70-ab44-955eac668ff0,False,False
b5138add-f1cf-44c5-9a05-d61359a3011c,False,False
b5e2384b-0488-4740-9013-7f50f5065602,False,False
b60a83e9-26f9-451a-b88f-43a7046fd670,False,False
b6837227-f70a-493e-ae06-35a15291805c,False,False
b73ca9c7-c28d-47da-b4db-10feb59a634d,True,True
b794ae0a-b406-42b7-b68d-db9371533c18,False,False
b79f3c8d-917f-4824-a7f7-9a2b8a30245b,False,False
b890fd5f-d0b5-4b94-b50e-107303af62b2,False,False
b96591b3-0a21-4fe4-ab96-904eb193e1a1,False,False
ba7e45ce-c0e8-43b4-b299-f1e5239c16c1,False,False
bb7fbaff-f870-41e5-80cd-07817e09eb62,False,False
bc31de9c-66e0-4c0f-8e4e-21bfdb6e8a0a,False,False
bc95b483-dc36-4842-ac4f-58983431211a,True,True
beea385c-1f17-4fc9-b013-d908ba74f654,False,False
bf7d5352-e877-4a07-a743-c2785404897b,False,False
c0b5c042-ea6d-49dd-bbcb-8c76cdf9b9a1,True,True
c0f9166f-2e4f-4a2c-b790-c73ffcc50e4b,False,False
c1d1056f-dcd9-45d6-862c-319759f940d2,False,False
c2322501-d813-45ba-b770-db33a35f4847,False,False
c3962a1d-92f1-46bc-aa14-9a72d18b6f7a,False,False
c869790a-1a9e-4d40-b01d-5801de2455ab,False,False
c93b18a9-cd95-47fe-a06d-244c95e17114,False,False
c95848bd-68a4-4a36-9583-e4eb041fd2b9,True,True
ca367e87-de96-4cb7-a097-6be2a041feb1,False,False
cb0ca47d-abc5-4e93-b8bf-52993b7d9218,False,False
cbb69e57-7dd5-46d8-9be6-7ef5e3afa9d1,False,False
cd2de6ec-0e37-429f-9b6c-5be327de8bd5,False,False
ce224628-150f-4734-80c0-b2bd98e5d50d,False,False
cee9783c-8750-40db-985e-d4f70a7cff28,True,True
cfa4350b-e6e6-4bbd-ae0e-cd00314d90c3,True,True
d0e66df1-2447-4742-9988-708c4e3bb8ab,False,False
d156b420-90cb-4b43-8dc2-657d6d1cb0ac,False,False
d1c43178-f3fe-40d9-a1f3-f9b0ccf506b0,False,False
d3198f84-e8a7-4f2f-9b88-7321d7ba2f1d,False,False
d38cc733-3035-4957-b5bc-a8b724c4757c,False,False
d3b7e531-108d-43c8-b846-e85a32301358,False,False
d5c7796b-2cfe-42eb-af2c-534c89e913da,True,True
d5e9afe4-9078-4c59-b804-b01a777ea0cc,False,False
d5ec4923-de6a-4951-869c-a3edcfe30773,False,False
d6f523d0-a3d3-4fa5-be95-80afb6eae351,False,False
d71c0c14-2298-4e12-b662-3a78f6d0c77f,False,False
d77db51d-9e17-4e0c-bec6-0ab79701545b,False,False
d916a063-3ee0-47f1-be78-318d2ea05733,False,False
d93cf761-fca1-4a1d-9691-60b1af04bbe0,False,False
d9ccb419-a928-4fb8-b27e-364e40e0bcd4,False,False
da1cfe22-fbb2-4b92-816e-eb8c44833e09,False,False
da57991e-51a7-4f49-8517-b96366a18958,False,False
db4237d0-b161-4163-8ea8-6c0e09336a7d,False,False
db82db2e-f4f3-474e-a608-b26fd1c2a267,False,False
dca4fd63-4dd2-4b0d-885b-b7b5063899d4,False,False
de71d500-bd1a-47ae-a93a-6193b4e6420a,False,False
e16bfaef-2509-4bcf-83c0-56a00648cc55,True,True
e26b953d-4bbe-4dd1-ad04-93b17c795f09,True,True
e2c0d1b9-3e76-436a-919e-29d0ad6f3cf0,False,False
e33be5c5-12ea-47e1-a95a-cf0ac8f6ae4d,True,True
e372808c-e6e9-44c3-b54e-bb64285ff264,False,False
e58516d5-02c9-44a8-a46b-1fa239c4771a,False,False
e5b806c7-b0f5-4101-892a-d9534a25509a,False,False
e6aa0f18-53aa-4634-9e50-278ec1c37d2b,False,False
e6df07aa-bf91-44f5-8791-37d3cf4321cc,False,False
e8285e79-3393-429e-914e-7694a4fd3839,False,False
e8674074-5b5d-40c1-9393-343b128a9e22,False,False
ea7ac8ab-a7b2-4eab-825e-f85449eedf0c,False,False
ea8e7058-1065-4158-9440-307c3f5f59aa,False,False
ebbe986c-3887-40a5-a1be-eb82ec317b32,False,False
ec5294be-01e7-4b56-a8da-87f9b015aee2,False,False
ec97a4dd-42cb-4d0e-a8e8-bc8ffd43cc6b,False,False
ed133ef1-28de-4c9d-b539-98d02e14161e,False,False
ed8763d8-02a9-4ca4-953e-f5195160ade2,False,False
ee8b1200-b740-4a72-82e7-9de20100944a,True,True
ef20580f-461a-41cb-af4d-9c232907e409,False,False
efb94eec-e9fd-48d4-b826-7f9c1626ab63,False,False
efbd0a39-571c-47bc-af90-373748a147e5,False,False
f0cac3a1-3da1-48b7-a3ba-e3b6a08ac456,False,False
f0ea83d6-2cad-4f9e-ad41-640800b19489,False,False
f150931f-7682-4cc7-8b31-1982a5cee737,True,True
f17d5ea9-1209-4f12-937e-194f436aacd7,False,False
f1cf4cd7-cb5e-4b04-859f-6aed775a1ea9,True,True
f2197212-f723-4a29-af18-a9614c0ac7f8,True,True
f2820d9f-2743-43aa-aca6-b488f71b7929,False,False
f2852a59-4dbd-4568-bccb-26706fe4e82c,False,False
f3325543-4d99-47dc-bd2a-5a159f0725fa,True,True
f530bf1f-54b0-4859-a0cf-42f5eda0f96d,False,False
f5a7bf26-0527-4fb8-a48b-8d715ee2c967,True,True
f66dc075-7940-4ab1-aefe-eaca788c77c3,False,False
f68a1cc4-784f-4fb9-94bd-4d5136c2b124,True,True
f6b11ea4-116f-41d7-8e13-2f902bc3f0fe,False,False
f6d7c2bd-fe48-4e87-bf30-36055c8fc8c2,True,True
f6f783e1-40a1-4a58-b6cd-119aade2974e,False,False
f6fc5e7a-ac5a-4164-9319-67600151e7f5,False,False
f7ec1e83-ae59-40a7-86c2-9096092a3b67,True,True
f7eef268-7f3c-4766-a715-b82147e32e4c,False,False
f80a50e5-d598-4935-b58b-20dffb80a16d,False,False
f891e2e0-5e96-4061-a160-2ec0b21b760b,False,False
f96a54e6-ffa2-40e6-b2c9-84ec6a532037,True,True
f9800471-c879-44ed-9167-b9cee4f83dc2,False,False
fa719447-38f2-4123-9a08-127a97517dc8,True,True
fa7c00b1-1d39-455a-bae7-434c2b6554df,False,False
fb2d5f89-35dc-4add-ae6c-da6bc4e8bce9,False,False
fc4ae90f-e13e-4c1b-8b1a-9f896c8c1be8,False,False
fc8b247c-3794-45f9-b426-5856c290c1f1,False,False
feaae548-130b-4bde-9c15-090f941156ac,True,True
ffa09e57-d00e-48aa-976c-2184413be3a8,False,False
