id,question,manual_label,llm_label
4a166dc8-7ca3-45cb-bf6d-cda4b6d27612,"A 47-year old male, Kishore exhibited signs and symptoms of acromegaly. Radiologic studies showed the presence of a large pituitary tumor. Surgical treatment of the tumor was only paially effective in controlling the disease. At this point, which of the following drugs is most likely to be used as pharmacological therapy?",False,True
4c0fc21a-c4c9-4ec8-b217-98b5f007ad41,"Osteogenesis imperfecta (OI) may present similarly to child maltreatment. However, there are features of OI that may help differentiate the 2, including blue sclera and osteopenia. Which of the following is another distinguishing feature",False,True
53081504-2ada-4615-a714-68d94f0890c5,"A 34-year old rickshaw puller has been using heroin for the past ten years. One evening his family members found him unconscious. He was brought to the casualty. On examination he had tachycardia, shallow breathing, constricted pupils. His blood pressure was 100/70 mm of Hg. He had brisk bilateral deep tendon reflexes. The planter reflexes were flexor on both sides. Which of the following is the best treatment for him?",False,True
57aec219-f16a-41c4-b099-5e196c96d78e,A 30 year old male presents with history of abnormal excessive blinking and grunting sounds. He has no control of these symptoms which have increased in frequency. Which of the following medications can be used for treatment of this person?,False,True
5c54792f-89f0-40ac-81c0-b34dd9f7c168,"A 20-year-old woman presents with a 4-week history of dry mouth, fatigue, fever, and yellow sclerae. Physical examination shows mild jaundice and hepatomegaly Serum total bilirubin is 3.3 mg/dL. Serologic markers for viral hepatitis are negative. The anti-mitochondrial antibody test is negative. A liver biopsy discloses parenchymal and periportal inflammatory cell infiltrates composed primarily of lymphocytes and plasma cells. The patient's signs and symptoms abate following 2 months of treatment with steroids. Which of the following is the most likely diagnosis?",False,True
62b4bca1-4dc8-40e3-8da9-416ca37b58bd,"A young man with pulmonary tuberculosis presents with massive recurrent hemoptysis. For angiographic treatment, which vascular structure should be evaluated first:",False,True
65db367a-efe7-427c-8dd1-1d48452d9333,"A hemodynamically stable patient with early pregnancy has adnexal mass of 2.5 x 3 cms and beta hCG titre of 1500 mIU /ml, with no intrauterine gestational sac. What modality of treatment is suitable for her",False,True
6a19f521-ece4-41ac-a722-6d60bf2ceccd,"A 6-year-old girl is diagnosed with meningitis. A lumbar puncture reveals numerous neutrophils and gram-negative diplococci. She is admitted to the hospital for antibiotic treatment, which is complicated by the fact that she is known to be allergic to b-lactams. What is the mechanism of action of the alternative drug of choice to treat this infant's meningitis?",False,True
6d8f6b82-198f-4b85-9f87-bbf460dd0dbb,"A 57 years old lady presents with type-ll diabetes mellitus with symptoms like polyuria, excessive thirst, fatigue and blurred vision. Further investigation reveals insulin resistance. Which one of the following drug is most appropriate for initiating treatment along with diet and exercise?",False,True
6eacf931-2cad-482d-97d9-354bdec07e81,"A 60-year-old male, a known case of COPD with hea failure was admitted with the complaints of shoness of breath and symptoms of right sided hea failure. He was catheterized and staed on treatment. After 8 days, he complained of pain in the right flank region, along with high grade fever with rigor. On examination it was observed that the urine in the catheter was cloudy and patient was also having pain in the urethral region. Urine R/M and culture studies were immediately sent. USG abdomen revealed pyelonephritis of the right kidney. Urine studies revealed increased WBCs in the urine sample. The organism was isolated, Gram staining was done. It showed tiny deep pink colonies on MacConkey agar. Colonies produced on tellurite agar are given below. The organism was heat resistant and could grow in 40% bile, 6.5% NaCl and at pH of 9.6. To which of the following drugs is the organism intrinsically resistant to: -",False,True
72268d95-f1c4-4f4f-b39d-21406d609421,"Pediatric patient with upper humerus lytic lesion with coical thinning, which among the following is not a treatment modality:",False,True
782e618e-e369-4e1d-962d-ee4e8f8bc595,"A 72 year old woman presents with complaints of persistent urinary urgency, and incontinence. Her past medical history is significant for type 2 diabetes, for which she is currently taking glyburide, 5 mg twice daily. Which of the following is the most appropriate treatment for this patient?",False,True
78f88014-271b-4572-a9f9-e0831d5c0b9c,"A 56-year-old man is diagnosed with the metabolic syndrome, which consists of hypertension, insulin resistance, dyslipidemia, and abdominal obesity. He has no prior history of cardiac or vascular disease and is otherwise well. His fasting T-chol is 270 mg/dL, HDL 50 mg/dL, LDL 150 mg/dL, and triglycerides 150 mg/dL. His Framingham risk calculation approximates a 10- year risk for cardiac events of 10%-20%.For the above patient with dyslipidemia, select the most appropriate treatment.",False,True
7afa64b5-16e8-40b7-9dff-7d9098570461,A 15 year old female patient presents with pain in the calf muscles on exercise. Routine investigation reveals burgundy-colored urine (sample obtained after exercise). Histopathology of mucle shows deposits of glycogen in an excess amount. Which of the following treatment modality should not be followed in this patient?,False,True
7eff3ed1-4d51-4709-a5a4-17d9ff0c0db0,"On chronic treatment with a drug, a patient presents with gingival hyperplasia and facial hirsutism. The drug most likely to cause these side effects is :",False,True
82e62679-6ef7-400e-afca-46d56dc5e375,A patient presents with lower gastrointestinal bleed. Sigmoidoscopy shows ulcer in the sigmoid. Biopsy from this area shows flask-shaped ulcers. Which of the following is the most appropriate treatment -,False,True
838debb7-2104-4a77-b483-ddce485a80e0,"A 72-year-old man has multiple injuries and an altered sensorium after a high-speed motor vehicle collision. He is intubated for his decreased mental status. During intubation, a large amount of gastric contents are noted in the posterior pharynx and he aspirates. Which of the following is the appropriate initial treatment?",False,True
86cea17b-6b3f-4cc8-9278-4f2632f7678c,A 55 year old cardiac patient who was on long-term treatment comes for follow up visit. The physician observes the following finding on ophthalmological examination. Which drug prescribed by the physician would most probably be responsible for this?,False,True
89e055cd-ab72-4364-9b6e-34d846662db1,A patient is receiving external beam radiation for treatment of metastatic endometrial cancer. The treatment field includes the entire pelvis. Which of the following tissues within this radiation field is the most radiosensitive?,False,True
9281a28a-0706-41b6-bae8-76ef0980dc6f,"A healthy 45-year-old female had root canal treatment about 3 weeks ago. She now presents with a new heart murmur, fever, painful skin nodules, abdominal pain, and an abnormal liver function test. Which of the following organisms would mostly likely cause endocarditis and is implicated in dental caries or root canal infections?",False,True
9402476c-5eab-4307-b55e-2110c833978f,The following are used for treatment of postoperative nausea and vomiting following squint surgery in children except:-,False,True
97d86b0b-0f58-42aa-9eed-8d3f03cb0d52,"Ramu has been put on DOTS Plus regime recently, which of the following are included in the treatment of this patient? Note: Km - Kanamycin, Ofx - Ofloxain, Eto - Ethinamide, Cs - Cycloserine, Z - Pyrazinamide, E - Ethambutol. The numbers indicate the number of months of treatment.",False,True
9be31908-3dd5-45a6-ba86-0bb33c9a1247,A man with diabetes insipidus has a glomerular filtration of 155 L/day. Which range most likely represents the upper limit for urine flow rate in this individual if he were not receiving treatment but had free access to water?,False,True
9e145689-4a63-451d-a04f-a59f23a54509,A young 23-year-old black African man presents with a hyphema in the right eye after blunt injury. All of the following are acceptable initial treatments except?,False,True
a1d2fec8-1014-4b18-bb23-c7b9bf0226e5,"Mrs Reeta Wardhan, a 50 year old female with rheumatoid ahritis is being considered for infliximab therapy. Which of the following test should be performed before beginning treatment",False,True
a2a98a90-f4bb-4a8c-aa65-348ffa4c8f63,Which of the following is not given in the treatment of cyanotic spells in a patient of TOF?,False,True
a39e53ae-7616-4a17-9414-1bd4acbc7d96,"A 40-year-old G3P3 complains of urge hesitancy. Further some- times she gets the urge to void, but passes urine before reaching washroom. She had three normal spontaneous vaginal deliveries of infants weighing between 3.5 and 3.8 kg. Urine examination is normal. All of the following are appropriate treatments in the management of this patient except?",False,True
a7f34d57-5e9a-487a-aa59-a1b1f966fc90,"A 63-year-old man with a 40-pack per year smoking history undergoes a low anterior resection for rectal cancer and on postoperative day 5 develops a fever, new infiltrate on chest x-ray, and leukocytosis. He is transferred to the ICU for treatment of his pneumonia because of clinical deterioration. Which of the following is a sign of early sepsis?",False,True
a8338743-57d1-455a-b44b-69e9eb067a90,"A 31 year old female patient complaints of bilateral impairment of hearing for the past 5 years. On examination, tympanic membrane is normal and audiogram shows a bilateral conductive deafness. Impedance audiometry shows normal curve and acoustic reflexes are absent. All of the following constitute pa of its treatment, EXCEPT:",False,True
a9d85ecb-efb0-48a0-a9a3-d07215e256f0,"An outbreak occurs in a community where the water supply is contaminated. Multiple patients experience nausea and vomiting as well as profuse diarrhea with abdominal cramps; stools are described as ""rice water."" Curved, gram-negative rods are isolated on a sulfate-citrate-bile- sucrose agar. In the treatment of patients who have cholera, the use of a drug that inhibits adenyl cyclase would be expected to have which of the following characteristics?",False,True
aeba83ad-0066-4383-bd86-2a0cbeb7f27e,"In deciding on a treatment for a 60 years old patient, Golu, who has chronic hea disease and rheumatoid ahritis, you wish to give him procainamide. He is already taking digoxin, hydrochlohiazide and potassium supplementation. Which of the following is a relevant statement?",False,True
b3d04670-d79e-4550-a0f0-5c08d8a8e844,"A 27-year-old woman with a goiter comes to the hospital for surgical treatment. The surgeon must ligate the superior laryngeal aery before surgically resecting the goiter, so care must be taken to avoid injury to which of the following nerves?",False,True
b4db4c47-6d92-4d70-ab44-955eac668ff0,"A 4-year-old girl presents with swelling of the legs and ankles. Physical examination reveals pitting edema of the lower extremities. Urinalysis show 2+ proteinuria. The urinary sediment contains no inflammatory cells or red blood cells. Serum levels of BUN and creatinine are normal. The patient recovers completely after a course of corticosteroids. For the patient, electron microscopy of a renal biopsy specimen prior to treatment would most likely demonstrate which of the following abnormalities?",False,True
b890fd5f-d0b5-4b94-b50e-107303af62b2,"A young man with pulmonary tuberculosis presents with massive recurrent hemoptysis. For angiographic treatment, which vascular structure should be evaluated first -",False,True
ba7e45ce-c0e8-43b4-b299-f1e5239c16c1,Which of the following radioisotopes is commonly used as a source for external beam radiotherapy in the treatment of cancer patients,False,True
bc31de9c-66e0-4c0f-8e4e-21bfdb6e8a0a,"A 70-year-old male presented with severe confusion, shoness of breath and obtundation. Patient was stable. Lab findings revealed, Serum calcium - Moderately raised Serum creatinine- Mildly raised BUN- Mildly raised PTH- normal PTHrP - Elevated Chest x-ray All of the following drugs can be given for the treatment of hypercalcemia except: -",False,True
c869790a-1a9e-4d40-b01d-5801de2455ab,"A 45-year-old woman complains of tingling in her hands and feet, 24 hours after removal of follicular thyroid carcinoma. Her symptoms rapidly progress to severe muscle cramps, laryngeal stridor, and convulsions. Which of the following laboratory findings would be expected in this patient prior to treatment?",False,True
ce224628-150f-4734-80c0-b2bd98e5d50d,"A 52-year-old man, after suffering a heart attack, was put on 81 mg of aspirin daily by his cardiologist. The purpose of this treatment is to reduce the levels of which one of the following?",False,True
d0e66df1-2447-4742-9988-708c4e3bb8ab,A 4-year-old girl presents with swelling of the legs and ankles. Physical examination reveals pitting edema of the lower extremities. Urinalysis show 2+ proteinuria. The urinary sediment contains no inflammatory cells or red blood cells. Serum levels of BUN and creatinine are normal. The patient recovers completely after a course of corticosteroids. Which of the following pathologic findings might be expected in the urine prior to treatment with corticosteroids?,False,True
d156b420-90cb-4b43-8dc2-657d6d1cb0ac,"A 52-year-old man comes with jaundice and extrapyramidal symptoms. On ophthalmic examination, the below finding is noted. The treatment is:",False,True
d38cc733-3035-4957-b5bc-a8b724c4757c,Which of the following congenital malformation is seen in a child of a mother who is on treatment with oral anticoagulants -,False,True
d6f523d0-a3d3-4fa5-be95-80afb6eae351,"A 47-year old male, Kishore exhibited signs and symptoms of acromegaly. Radiologic studies showed the presence of a large pituitary tumor. Surgical treatment of the tumor was only partially effective in controlling the disease. At this point, which of the following drugs is most likely to be used as pharmacological therapy?",False,True
d71c0c14-2298-4e12-b662-3a78f6d0c77f,A 17-year-old high school tennis player sustains a right midshaft clavicle fracture. Which of the following increases the risk of nonunion in the non operative treatment of clavicle fractures,False,True
d77db51d-9e17-4e0c-bec6-0ab79701545b,"A cardiologist waewnts to study the effect of an atrovastatin drug. He notes down the initial cholesterol levels of 50 patients and then administers the drug on them. After a month’s treatment, he measures the cholesterol level again. Which of the following is the most appropriate to test the statistical significance of the change in blood cholesterol?",False,True
ed133ef1-28de-4c9d-b539-98d02e14161e,"A 73-year-old woman with a long history of heavy smoking undergoes femoral aery-popliteal aery bypass for rest pain in her left leg. Because of serious underlying respiratory insufficiency, she continues to require ventilatory suppo for 4 days after her operation. As soon as her endotracheal tube is removed, she begins complaining of vague upper abdominal pain. She has daily fever spikes of 39degC (102.2degF) and a leukocyte count of 18,000/mL. An upper abdominal ultrasonogram reveals a dilated gallbladder, but no stones are seen. A presumptive diagnosis of acalculous cholecystitis is made. Which of the following is the next best step in her treatment?",False,True
efbd0a39-571c-47bc-af90-373748a147e5,"A 80-year-old male patient recently diagnosed with non-Hodgkin's lymphoma was staed on treatment with R- CHOP chemotherapy regimen. After few days, the patient comes to the clinic with complaints of tingling in his hands and feet. Neurological examination shows symmetric ""stocking and glove"" type distal neuropathy. If the patient's symptoms are believed to be due to chemotherapy regimen, the drug responsible for these symptoms causes cell cycle arrest during which of the following stages?",False,True
f66dc075-7940-4ab1-aefe-eaca788c77c3,Which of the following radioisotopes is commonly used as a source for external beam radiotherapy in the treatment of cancer patients?,False,True
f9800471-c879-44ed-9167-b9cee4f83dc2,"A young man with pulmonary tuberculosis presents with massive recurrent hemoptysis. For angiographic treatment, which vascular structure should be evaluated first –",False,True
fc4ae90f-e13e-4c1b-8b1a-9f896c8c1be8,"A medical student has been exposed to a patient with tuberculosis and developed a positive tuberculin test (PPD) but exhibited a normal chest X-ray. Fie is placed on a 6-month course of prophylactic treatment, but subsequently develops peripheral neuropathies. Which one of the following vitamins would be considered a treatment for the neurotoxicity?",False,True
