id,question,manual_label,llm_sound,llm_answerable,llm_label
5bb639e1-e5b6-4762-88b3-0436ccd5da17,A 37 year old male patient was diagnosed with sarcoidosis of lung and was kept on glucocoicoid therapy. The treatment may result in the bone loss because glucocoicoids causes which of the following?,False,False,True,True
62b4bca1-4dc8-40e3-8da9-416ca37b58bd,"A young man with pulmonary tuberculosis presents with massive recurrent hemoptysis. For angiographic treatment, which vascular structure should be evaluated first:",False,False,True,True
62bf6891-c5d5-40f1-8c90-80bb832e0319,"A young male presents with reduced sleep, hyperactivity and elevated mood. He has a family history of mania. Which of the following drug should be used for long term treatment of this patient?",False,False,True,True
6a19f521-ece4-41ac-a722-6d60bf2ceccd,"A 6-year-old girl is diagnosed with meningitis. A lumbar puncture reveals numerous neutrophils and gram-negative diplococci. She is admitted to the hospital for antibiotic treatment, which is complicated by the fact that she is known to be allergic to b-lactams. What is the mechanism of action of the alternative drug of choice to treat this infant's meningitis?",False,True,True,True
6eacf931-2cad-482d-97d9-354bdec07e81,"A 60-year-old male, a known case of COPD with hea failure was admitted with the complaints of shoness of breath and symptoms of right sided hea failure. He was catheterized and staed on treatment. After 8 days, he complained of pain in the right flank region, along with high grade fever with rigor. On examination it was observed that the urine in the catheter was cloudy and patient was also having pain in the urethral region. Urine R/M and culture studies were immediately sent. USG abdomen revealed pyelonephritis of the right kidney. Urine studies revealed increased WBCs in the urine sample. The organism was isolated, Gram staining was done. It showed tiny deep pink colonies on MacConkey agar. Colonies produced on tellurite agar are given below. The organism was heat resistant and could grow in 40% bile, 6.5% NaCl and at pH of 9.6. To which of the following drugs is the organism intrinsically resistant to: -",False,True,True,True
73459d57-9156-49f8-8a57-f8b70eaec495,Stimulant drug is given to child for the treatment of,False,True,True,True
76d269af-e6a2-451f-96b7-dbba3ea64ca2,"After contrast media infection in the Radiology depament, a patient develops severe hypotension, hronchospasm and cyanosis. Which one of the following drugs should be used for treatment?",False,False,True,True
7eff3ed1-4d51-4709-a5a4-17d9ff0c0db0,"On chronic treatment with a drug, a patient presents with gingival hyperplasia and facial hirsutism. The drug most likely to cause these side effects is :",False,True,True,True
802e2186-1d1d-4c01-a1ed-77f3b3edfbf0,A 30-year-old woman presents with scattered scalp lesions that she has had for the past several months and that are causing hair loss. The lesions have hyperpigmented and depigmented areas with follicular plugging and atrophy. Which of the following is the best treatment for this patient?,False,True,True,True
82913bd6-6299-4d62-8063-36ce46af373d,"The use of hyperimmune sera such as hepatitis B immune globulin, rabies immunoglobulin, and human tetanus immune globulin for prophylaxis or treatment is an example of what process?",False,True,True,True
82e62679-6ef7-400e-afca-46d56dc5e375,A patient presents with lower gastrointestinal bleed. Sigmoidoscopy shows ulcer in the sigmoid. Biopsy from this area shows flask-shaped ulcers. Which of the following is the most appropriate treatment -,False,True,True,True
86cea17b-6b3f-4cc8-9278-4f2632f7678c,A 55 year old cardiac patient who was on long-term treatment comes for follow up visit. The physician observes the following finding on ophthalmological examination. Which drug prescribed by the physician would most probably be responsible for this?,False,True,True,True
89023e7a-dfc2-4fe3-8158-f781851d11a1,A patient presents with lower gastrointestinal bleed. Sigmoidoscopy shows ulcer in the sigmoid. Biopsy from this area shows flask-shaped ulcers. Which of the following is the most appropriate treatment?,False,True,True,True
89e055cd-ab72-4364-9b6e-34d846662db1,A patient is receiving external beam radiation for treatment of metastatic endometrial cancer. The treatment field includes the entire pelvis. Which of the following tissues within this radiation field is the most radiosensitive?,False,True,True,True
9281a28a-0706-41b6-bae8-76ef0980dc6f,"A healthy 45-year-old female had root canal treatment about 3 weeks ago. She now presents with a new heart murmur, fever, painful skin nodules, abdominal pain, and an abnormal liver function test. Which of the following organisms would mostly likely cause endocarditis and is implicated in dental caries or root canal infections?",False,False,True,True
9357bb95-0fcb-455b-bfcf-63a41bba11f3,Which of the following would be the most appropriate treatment for rehabilitation of a patient who has bilateral profound deafness following surgery for bilateral acoustic schwannoma -,False,True,True,True
94106eb8-f6a9-43f8-85db-ecdb67031a9f,GBS in a child treatment -,False,False,True,True
9a739e72-e295-4d78-b19c-4126f372166d,Sudha ache 20 year old female developed antibiotic associated pseudomembranous colitis caused by Clostridium difficle. Which of the following drugs is most likely to be effective in the treatment of this disease,False,False,True,True
9be31908-3dd5-45a6-ba86-0bb33c9a1247,A man with diabetes insipidus has a glomerular filtration of 155 L/day. Which range most likely represents the upper limit for urine flow rate in this individual if he were not receiving treatment but had free access to water?,False,True,True,True
a1d2fec8-1014-4b18-bb23-c7b9bf0226e5,"Mrs Reeta Wardhan, a 50 year old female with rheumatoid ahritis is being considered for infliximab therapy. Which of the following test should be performed before beginning treatment",False,False,True,True
b347d2bf-902d-4c22-beb3-68ce096f90b5,On doing laparoscopic cholecystectomy patient developed wheezing. Which of the following is used in the treatment?,False,False,True,True
b3d04670-d79e-4550-a0f0-5c08d8a8e844,"A 27-year-old woman with a goiter comes to the hospital for surgical treatment. The surgeon must ligate the superior laryngeal aery before surgically resecting the goiter, so care must be taken to avoid injury to which of the following nerves?",False,True,True,True
b890fd5f-d0b5-4b94-b50e-107303af62b2,"A young man with pulmonary tuberculosis presents with massive recurrent hemoptysis. For angiographic treatment, which vascular structure should be evaluated first -",False,True,True,True
ba7e45ce-c0e8-43b4-b299-f1e5239c16c1,Which of the following radioisotopes is commonly used as a source for external beam radiotherapy in the treatment of cancer patients,False,True,True,True
bb7fbaff-f870-41e5-80cd-07817e09eb62,45 year old alcoholic male came for deaddiction treatment. He has alcohol induced hepatitis with other blood parameters within normal limits. The drug that should not be chosen for relapse prevention is,False,True,True,True
beea385c-1f17-4fc9-b013-d908ba74f654,"In a patient with multiple bilateral nasal polyps, X-ray shows opacity in the paranasal sinuses. The treatment consists of all of the following except:",False,False,True,True
c1d1056f-dcd9-45d6-862c-319759f940d2,Which of the following treatment modalities is not used for management of acute blood loss due to ruptured esophageal varices,False,False,True,True
c2322501-d813-45ba-b770-db33a35f4847,Which of the following radioisotopes is commonly used as a source for external beam radiotherapy in the treatment of cancer patients –,False,False,True,True
c869790a-1a9e-4d40-b01d-5801de2455ab,"A 45-year-old woman complains of tingling in her hands and feet, 24 hours after removal of follicular thyroid carcinoma. Her symptoms rapidly progress to severe muscle cramps, laryngeal stridor, and convulsions. Which of the following laboratory findings would be expected in this patient prior to treatment?",False,True,True,True
c93b18a9-cd95-47fe-a06d-244c95e17114,A 42yr old female with HIV is frequently suffering from diarrhoea despite treatment with HAA. Which of the following organisms can cause diarrhoea in HIV patients?,False,False,True,True
ce224628-150f-4734-80c0-b2bd98e5d50d,"A 52-year-old man, after suffering a heart attack, was put on 81 mg of aspirin daily by his cardiologist. The purpose of this treatment is to reduce the levels of which one of the following?",False,True,True,True
d156b420-90cb-4b43-8dc2-657d6d1cb0ac,"A 52-year-old man comes with jaundice and extrapyramidal symptoms. On ophthalmic examination, the below finding is noted. The treatment is:",False,True,True,True
d38cc733-3035-4957-b5bc-a8b724c4757c,Which of the following congenital malformation is seen in a child of a mother who is on treatment with oral anticoagulants -,False,False,True,True
d71c0c14-2298-4e12-b662-3a78f6d0c77f,A 17-year-old high school tennis player sustains a right midshaft clavicle fracture. Which of the following increases the risk of nonunion in the non operative treatment of clavicle fractures,False,False,True,True
d77db51d-9e17-4e0c-bec6-0ab79701545b,"A cardiologist waewnts to study the effect of an atrovastatin drug. He notes down the initial cholesterol levels of 50 patients and then administers the drug on them. After a month’s treatment, he measures the cholesterol level again. Which of the following is the most appropriate to test the statistical significance of the change in blood cholesterol?",False,False,True,True
e2c0d1b9-3e76-436a-919e-29d0ad6f3cf0,"In a clinical trial, blood pressure was measured between in a group of patients before and after treatment, which of the following test will be suitable as at test of significance?",False,False,True,True
e33be5c5-12ea-47e1-a95a-cf0ac8f6ae4d,A psychiatric patient on regular treatment had his routine check-up. His fundus shows the below finding. The most probable drug implicated is ( Pigmented retinal epithelium),False,False,True,True
e372808c-e6e9-44c3-b54e-bb64285ff264,"A 45-year old woman is admitted to the hospital following a head injury. She has severe polyuria (producing 1 L of urine every 2 hours) and polydipsia (drinking 3 to 4 glasses of water every hour).During a 24-hour period in the hospital, the woman produces 10 L of urine, containing no glucose. She is placed on overnight water restriction for fuher evaluation. The following morning, she is weak and confused. Her serum osmolarity is 330mOsm/L, her serum is 164 mEg/L, and her urine osmolarity is 70 mOsm/L. She is treated with dDAVP by nasal spray. Within 24 hours of initiating the treatment, her serum osmolarity is 295mOsm/L and her urine osmolarity is 620mOsm/L.",False,False,True,True
ebbe986c-3887-40a5-a1be-eb82ec317b32,Which of the following is the first treatment for an anesthetized patient experiencing bronchospasm,False,False,True,True
ed133ef1-28de-4c9d-b539-98d02e14161e,"A 73-year-old woman with a long history of heavy smoking undergoes femoral aery-popliteal aery bypass for rest pain in her left leg. Because of serious underlying respiratory insufficiency, she continues to require ventilatory suppo for 4 days after her operation. As soon as her endotracheal tube is removed, she begins complaining of vague upper abdominal pain. She has daily fever spikes of 39degC (102.2degF) and a leukocyte count of 18,000/mL. An upper abdominal ultrasonogram reveals a dilated gallbladder, but no stones are seen. A presumptive diagnosis of acalculous cholecystitis is made. Which of the following is the next best step in her treatment?",False,False,True,True
efbd0a39-571c-47bc-af90-373748a147e5,"A 80-year-old male patient recently diagnosed with non-Hodgkin's lymphoma was staed on treatment with R- CHOP chemotherapy regimen. After few days, the patient comes to the clinic with complaints of tingling in his hands and feet. Neurological examination shows symmetric ""stocking and glove"" type distal neuropathy. If the patient's symptoms are believed to be due to chemotherapy regimen, the drug responsible for these symptoms causes cell cycle arrest during which of the following stages?",False,True,True,True
f530bf1f-54b0-4859-a0cf-42f5eda0f96d,Which of the following congenital malformation is seen in a child of a mother who is on treatment with oral anticoagulants?,False,False,True,True
f66dc075-7940-4ab1-aefe-eaca788c77c3,Which of the following radioisotopes is commonly used as a source for external beam radiotherapy in the treatment of cancer patients?,False,True,True,True
f9800471-c879-44ed-9167-b9cee4f83dc2,"A young man with pulmonary tuberculosis presents with massive recurrent hemoptysis. For angiographic treatment, which vascular structure should be evaluated first –",False,True,True,True
