id,question,manual_label,llm_sound,llm_answerable,llm_label
36d41b07-8c5a-4823-85f3-f3b9bc433ee1,A 60 year old male was diagnosed as carcinoma right lung. On CECT chest there was a tumor of 5 ✕ 5 cm in upper lobe and another 2 ✕ 2 cm size tumor nodule in middle lobe. The primary modality of treatment is -,True,False,False,False
3d9501d5-d317-474b-915f-21067e4c344d,"A 36 year old male patient has reported to you with swelling in the submandibular region. His tongue is elevated and he complains of dysphagia. He has high fever. Intra oral examination reveals grossly destructed lower first molar.

The surgical Line of treatment may be",True,False,False,False
3e95b7f8-e668-4695-9021-0a286d1662e2,The operative treatment in Hirschsprung's disease is only undertaken when child -,True,False,False,False
3f4a161c-f204-4e77-b2e9-4563ca53c696,3 year old male patient comes with complaints of only one testis in the scrotum. On examination right testis is felt at inguinal canal. What is the preferred treatment,True,False,False,False
3f8df8a1-2624-4149-996f-8b25e655a6b6,A 14 year old boy present with headache fever and cough for 2 days. Sputum is scant and non purulent and gram stain reveals many white cells but no organisms. The treatment should be initiated with,True,False,False,False
45b320ec-479c-42f6-a892-e2df3f247359,A 45-year-old female is diagnosed as a case of pneumococcal meningitis. Her blood samples were sent for culture sensitivity. In the mean time best drug to start as an empirical treatment is:,True,False,False,False
4d3842e8-ce99-40cd-b94c-5bf45756b99e,Drug of choice for the treatment of acute gout in patients in whom NSAIDs are contraindicated is-,True,False,False,False
5c17c0db-c0ec-4c3e-900e-211acdd097b2,"A 24-year-old male law student presents with a 3-wk history of increasing dyspnea. He has a history of chronic sputum production of about 100 cc of purulent material each day for many years. In the past, he was hospitalized for a left pneumothorax. He is on inhaled bronchodilator as an outpatient. CXR is shown below.The most helpful treatment option would be",True,False,False,False
5cb5adf1-ac54-4390-9768-40ee00845635,"A 24 year old unmarried woman has multiple nodular, cystic, pustular and comadonic lesions on face, upper back and shoulders for 2 years. The drug of choice for her treatment.",True,False,False,False
60c66343-fee2-45fa-91a5-0270ee9d94ff,"A 55 year old gentleman presented with history of right upper quadrant discomfort, jaundice, pruritis, fever, fatigue and weight loss. His serum bilirubin and alkaline phosphatase levels are raised and he also gives history of treatment for inflammatory bowel disease. He is most likely to be suffering from:",True,False,False,False
63826197-0786-43c2-9c7e-5c4c471dc731,"A 65yr old male patient presents with history of early morning bloody diarrhoea, Change in bowel habits, Intermittent Obstruction.Sometimes he had a feeling of incomplete evacuation and Tenesmus. There is no positive family history for any carcinoma.What will be the treatment of choice in this case:",True,False,False,False
65f2cfc9-f124-4749-bdda-8a6df7e27c3d,"A patient with psoriasis was staed on systemic steroids. After stopping treatment, the patient developed generalized pustules all over the body. The cause is most likely to be:",True,False,False,False
696c710f-3003-4259-b1c6-4dc3757078f2,A 6-year-old child with recurrent URTI with mouth breathing and failure to grow with the high arched palate and impaired hearing.treatment of choice is -,True,False,False,False
6f7ab13f-2f64-4cbb-85bb-537f87f5f967,"A six-year-old child is admitted to the Paediatric ICU for seizures. He has been on treatment with Tacrolimus and Prednisolone. On investigations, his blood urea is 68 mg.dk Serum Sodium is 136 meq/l likely cause of his seizures -",True,False,False,False
6fe50f99-6987-48cf-9f4e-862652ba56db,20.The current treatment of choice for a large antrochoanal polyp in a 30 year old man is:,True,False,False,False
73dee5fd-6dc0-4690-92e2-0d6311f647d3,Permanent loss of root structure related to orthodontic treatment occurs primarily at the:,True,False,False,False
7597a041-d850-42ea-9dcf-1025ba29f163,"A patient diagnosed as having ventilator associated pneumonia, is on treatment with ceftriaxone and amikacin. Culture and sensitivity turned out to be positive for ESBL producing Klebsiella infection. The most appropriate next action should be:",True,False,False,False
78415d26-6b58-418f-abe3-b6921dd50831,"A 24-year-old unmarried women has multiple nodular, cystic, pustular and comedonic lesions on face, upper back and shoulders for 2 years. The drug of choice for her treatment would be:",True,False,False,False
7be13155-394b-4742-9bd9-ae924c3a8a59,"If a new sputum smear positive patient of tuberculosis continues to be smear positive at the end of intensive phase of category I treatment under DOTS, fuher management of this patient would be to -",True,False,False,False
7c35dd02-aba3-4f1c-b36e-6a7644c70a1c,"In a study with new treatment, there were reported 36 death/treatment failures out of sample of 120.With a new treatment, 26 treatment failure were reported from a sample size of 130. How many patients should be treated to avert 1 death?",True,False,False,False
7f878470-8aee-4db2-b8ef-258089f7d341,A patient using contact lens develops corneal infection. Laboratory diagnosis of acanthomoeba keratitis was established. The following is the best drug for treatment:,True,False,False,False
825e4be0-04bd-42cc-933c-c29561e96f1c,Goekarman regimen used in for treatment of psoriasis is?,True,False,False,False
82cac788-eda8-4954-84fe-8e17ea6fcfac,"A 24-year old male had multiple, small hypopigmented macules on the upper chest and back for last three months. The macules were circular, arranged around follicles and many had coalesced to form large sheets. The surface of the macules showed fine scaling. He had similar lesions one year ago which subsided with treatment. The most appropriate investigation to confirm the diagnosis:",True,False,False,False
84c43086-9b09-4869-9ff6-c0f1aa5caaa9,A patient came with chief complaints of cuain falling in front of eye after blunt trauma. O/e there was inferior giant retinal tear. What should be the immediate line of treatment,True,False,False,False
8980a262-df85-4c2a-a508-c8975cb3dcdf,In a patient with compensated liver cirrhosis presented with history of variceal bleed. The treatment of choice in this patient is -,True,False,False,False
8ed03fe7-2d0b-47e7-a762-46897bfae3dd,In multibacillary leprosy the follow up examination after adequate treatment should'be done yearly for -,True,False,False,False
8f254bbd-19c7-49b9-b37a-3bd5aac3c71d,"10 year old boy developed hoarseness of voice following on attach of diphtheria, No other significant OLE or VR is paralysed, treatment of choice is",True,False,False,False
905fe1ae-0450-4de6-a96d-357ee253b944,Mass treatment with azithromycin is indicated if prevalence of trachoma follicles (TE) in 1-9 years population is more than,True,False,False,False
98944f7a-ec81-4040-b6fb-618ba132085d,What is the treatment for primary grade 5   vericoureteric reflux  involving both kidney in a 8 months old boy is,True,False,False,False
98a42be3-6988-4552-a65b-b17196119ea5,The treatment of choice for inguinal hernia in infants is -,True,False,False,False
98c93ab4-4db1-426e-8fb9-9eeb6da5bab5,A 40 years old P4+2 female has been diagnosed to have H.mole. The treatment would be:,True,False,False,False
993a097d-f871-4605-a018-8d0ae8ba3ec7,The recommended treatment for preputial adhesions producing ballooning of prepuce during micturition in a 2-year-old boy is -,True,False,False,False
99fa0802-8bbf-498e-b8bb-6c285776ba93,A patient using contact lens develops corneal infection. Laboratory diagnosis of acanthamoeba keratitis was established.The following is the best drug for treatment-,True,False,False,False
9ff12371-b26f-4173-b4c9-3481c138c71d,"A 16year old boy presents with symptoms similar to parkinsonism, on examination found to have dytonia and had no abnormalities on FD-PET scan, had clinical response to treatment with levodopa. What is the likely diagnosis?",True,False,False,False
a2f2b032-1701-4e3d-9c16-29312f5c07a0,"A patient who was initially smear positive, who began the treatment and who remained or became smear positive again at five months or later during the course of treatment is called as",True,False,False,False
a7e3eafd-a253-484d-9048-488c4916ae9c,"An 8-yr old child comes to your clinic with large front teeth having jagged margins, what is the treatment plan for this patient?",True,False,False,False
a9bb3b7c-d4fb-4417-984a-9d5177b94720,"A 9 months child has been presented in the emergency with complaints of seizure one hour back. On examination, child is alert and on investigation S.calcium is found to be 5mg %. His next line of treatment will be:",True,False,False,False
aaad5cfd-46f8-4e33-b589-7c70c8f78958,"A woman of 45, a known cause of pemphigus vulgaris on a regular treatment with controlled primary disease presented with pain in the right hip and knee. Examination revealed no limb length discrepancy but the patient has tenderness in the scarpa's triangle and limitation of abduction and internal rotation of the right hip joints as compared to the other side. The most probable diagnosis is -",True,False,False,False
abdf0e47-7ea3-41d7-b435-5dd8b3c69047,The immediate treatment of 10 kg weight infants presented with tetany -,True,False,False,False
af34403c-d5f9-43e5-814a-128ea42acb1b,"A 50 years male with fracture neck of femur comes after 3 days, treatment of choice is",True,False,False,False
b18f2aaf-d6f1-45cf-8607-a50f0ec71782,A patient of closed angle Glaucoma the treatment of choice in other eye is,True,False,False,False
b27085d6-bf74-4ea6-9348-5e1132c1972a,"A 38-year-old male presented with a suspected diagnosis of suppurate labyrinthitis. A positive Rinne's test and positive fistula test was recorded on initial examination. The patient refused treatment, and returned to the emergency depament after 2 weeks complaining of deafness in the affected ear. On examination, fistula test was observed to be negative. What is the likely expected finding on repeating the Rinne test?",True,False,False,False
b293f3d7-ae14-4e09-97fd-71568f827539,Preferred treatment in a 60years old patient with Maxillary carcinoma involving anterolateral pa of maxilla is,True,False,False,False
b5138add-f1cf-44c5-9a05-d61359a3011c,"A diabetic male presents with hypeension and 24-h urine showing 200 mg of albumin. In a diabetic patient with microalbuminuria, the appropriate drug for treatment of hypeension to prevent progression of renal failure is",True,False,False,False
b5e2384b-0488-4740-9013-7f50f5065602,Features of functional aphonia -a) ↑Incidence in malesb) Due to vocal cord paralysisc) Can coughd) On laryngoscopy vocal cord is abductede) Speech therapy is the treatment of choice,True,False,False,False
b60a83e9-26f9-451a-b88f-43a7046fd670,"An inpatient of the hospital suffers burns injury when hot bottles were used for the treatment. In the case, the hospital incharge was also charged for the negligence under the doctrine of ___",True,False,False,False
b6837227-f70a-493e-ae06-35a15291805c,A young nulliparous woman has 3rd degree uterovaginal prolapse without any cystocele or rectocele. There is no stress incontinence. Uterocervical length is 3 inches. All other symptoms are normal. The best treatment plan for her will be:,True,False,False,False
b794ae0a-b406-42b7-b68d-db9371533c18,A 20-year-old female received treatment for bronchial asthma. She noticed a mole recently. Which characteristic of mole carries a high risk for malignancy?,True,False,False,False
bf7d5352-e877-4a07-a743-c2785404897b,"Uses of tumor marker are -a) Screening of a cancerb) Follow up of a cancer patient, especially for knowing about recurrencec) Confirmation of a diagnosed cancerd) For monitoring the treatment of a cancer",True,False,False,False
c3962a1d-92f1-46bc-aa14-9a72d18b6f7a,"A patient is diagnosed with TB meningitis and is started on antituberculosis treatment. Because the facial weakness persists despite starting on ATT, the physician decides to administer high dose steroids. Within one week of introducing prednisolone, the patient develops pain radiating down the back of his right leg and difficulty dorsiflexing the right foot. This is due to",True,False,False,False
cb0ca47d-abc5-4e93-b8bf-52993b7d9218,"A patient who was initially smear positive, who began the treatment and who remained or became smear positive again at five months or later during the course of treatment is called as:",True,False,False,False
cbb69e57-7dd5-46d8-9be6-7ef5e3afa9d1,Delamanid is used for the treatment of,True,False,False,False
cd2de6ec-0e37-429f-9b6c-5be327de8bd5,"In a case of Paucibacillary leprosy, treatment is considered adequate if the patient has received the six monthly doses of combined therapy within:-",True,False,False,False
d1c43178-f3fe-40d9-a1f3-f9b0ccf506b0,"A 55-year-old male, with uncontrolled diabetes mellitus and hypeension, developed severe air-borne contact dermatitis. The most appropriate drug for his treatment would be:",True,False,False,False
d3198f84-e8a7-4f2f-9b88-7321d7ba2f1d,A 9- years old child has steroid dependant nephrotic syndrome for the last 5 years. He has received corticosteroids almost continuously during this period and has Cushingoid features. The blood pressure is 120/86 mmHg and there are bilateral subcapsular cataracts. The treatment of choice is:,True,False,False,False
d3b7e531-108d-43c8-b846-e85a32301358,"Thrombolytics can provide relative moality reduction in the treatment of acute myocardial infarction, if patient comes within:",True,False,False,False
d916a063-3ee0-47f1-be78-318d2ea05733,Initial fluid of choice in treatment of hypovolemia in trauma patient,True,False,False,False
d93cf761-fca1-4a1d-9691-60b1af04bbe0,"A 30-years-old woman para 2+0, hypertension have menorrhagia. Which is best treatment for her?",True,False,False,False
d9ccb419-a928-4fb8-b27e-364e40e0bcd4,"Rathi, 26 years old female diagnosed to be suffering from depression. Now for the past 2 days had sucidal tendency, thought & ideas. The best treatment is",True,False,False,False
da1cfe22-fbb2-4b92-816e-eb8c44833e09,A patient with grandmal epilepsy would likely be under treatment with:,True,False,False,False
da57991e-51a7-4f49-8517-b96366a18958,For the treatment of a patient with after cataract which laser is used?,True,False,False,False
db4237d0-b161-4163-8ea8-6c0e09336a7d,A male 25 years old presents to the dental clinic with black spot .He also gives the history of previous dental treatments of other teeth as well . Intraoral examination reveals pit and fissure caries with 17. The alignment of the rotary instrument shank axis in this patient should be:,True,False,False,False
de71d500-bd1a-47ae-a93a-6193b4e6420a,"Kalavati, a 29 year old nulliparous women complains of severe menorrhagia and lower abdominal pain since 3 months. On examination there is a 14 wks size uterus with fundal fibroid. The treatment of choice is.",True,False,False,False
e5b806c7-b0f5-4101-892a-d9534a25509a,"A 35 year old male with history of multiple sex partners, comes up with urethral discharge. Best treatment option is -",True,False,False,False
e6aa0f18-53aa-4634-9e50-278ec1c37d2b,"A female, Lalita, aged 26 yrs accidentally takes 100 tablets of paracetamol. What is treatment of choice:",True,False,False,False
e6df07aa-bf91-44f5-8791-37d3cf4321cc,A 30-year-old male presents with pain on the right flank and hematuria. A CECT abdomen reveals a large 8 x 8 cm sized solid mass in the right kidney and 3 x 3 cm solid mass occupying the upper pole of the left kidney. The most appropriate surgical treatment for this pt is -,True,False,False,False
e8285e79-3393-429e-914e-7694a4fd3839,"25 year old female patient is referred from a PHC with history of expanding vulvar mass, during first hour post partum. She delivered normally and without perineal laceration. She complains of severe pain. On examination her BP is 90/40 mmHg, pulse = 130bpm and no fever. what is your approach in treatment of patient",True,False,False,False
e8674074-5b5d-40c1-9393-343b128a9e22,A woman comes to the psychiatrist with history of spending a lot of time in washing her hands. She is distressed about it but says that she cannot stop the practice and spends a lot of time on it. This has staed affecting her social life as well. What is the best mode of treatment for her?,True,False,False,False
ea7ac8ab-a7b2-4eab-825e-f85449eedf0c,A 70-year-old woman presents with a tender irreducible mass immediately below and lateral to the pubic tubercle. Plain abdominal x-ray shows intestinal obstruction Treatment with a nasogastric tube and intravenous fluids is initiated. What is the next step in treatment?,True,False,False,False
ea8e7058-1065-4158-9440-307c3f5f59aa,"A young female patient reports to the dental office with complaint of small gaps between her teeth

Shade selection for such a treatment should be carried out under the",True,False,False,False
ec5294be-01e7-4b56-a8da-87f9b015aee2,"A 28-year-old G1P0 at 32 weeks gestation present with itchy, erythematous papules on the extensor surfaces and trunk. . No history of fever or use of new creams or lotion was given. What is first line treatment for this condition?",True,False,False,False
ec97a4dd-42cb-4d0e-a8e8-bc8ffd43cc6b,"A young female patient reports to the dental office with complaint of small gaps between her teeth

The most feasible and economic treatment option for such a situation would be",True,False,False,False
ef20580f-461a-41cb-af4d-9c232907e409,"A coin is loaded in the esophagus of an asymptomatic 3 years female child, treatment is:",True,False,False,False
efb94eec-e9fd-48d4-b826-7f9c1626ab63,"Vidya, a 3 years old comes for her pre dental visit. She is
highly intelligent with family members of high I.Q. you
would do most probably what type of treatment",True,False,False,False
f0cac3a1-3da1-48b7-a3ba-e3b6a08ac456,A young man with known history of heroine addiction is brought in the emergency in unconscious state by his friends. On examination his pupil are pin point. What will be the treatment of choice?,True,False,False,False
f0ea83d6-2cad-4f9e-ad41-640800b19489,A 80 years old male presented with lung abscess in left upper zone. Best treatment modality is -,True,False,False,False
f17d5ea9-1209-4f12-937e-194f436aacd7,"A 45 year old patient chronic alcoholic, who was regular treatment for diabetes, died from acute exacerbation of chronic pancreatitis. As per Medical ceification of cause of death, the column pa 1 (a) of death ceificate is filled with________",True,False,False,False
f2820d9f-2743-43aa-aca6-b488f71b7929,A mother reported to clinic with her 40 days old child. There is a small ulcer on the tongue which is tender with erupted teeth In mandibular anterior alveolus. What will be your treatment plan:,True,False,False,False
f6b11ea4-116f-41d7-8e13-2f902bc3f0fe,A 7 year old boy presented with double medial malleolus. X-Ray was performed . What is the treatment?,True,False,False,False
f6f783e1-40a1-4a58-b6cd-119aade2974e,A male did not have alcohol for 2 days presented with seizures treatment given: AIIMS 13,True,False,False,False
f6fc5e7a-ac5a-4164-9319-67600151e7f5,"A 7-year-old child presenting with acute Otitis media, does not respond to amoxicillin-clavulanic acid. Examination reveals full and bulging tympanic membrane, the treatment of choice is:",True,False,False,False
f80a50e5-d598-4935-b58b-20dffb80a16d,"A patient is in shock with gross comminuted fracture, immediate treatment is to give:",True,False,False,False
f891e2e0-5e96-4061-a160-2ec0b21b760b,"A 50 years male with fracture neck of femur comes after 3 days, treatment of choice is -",True,False,False,False
fa7c00b1-1d39-455a-bae7-434c2b6554df,"After helping his father in the yard, a 14-year-old boy complains of weakness and feels like his muscles are twitching. He begins to drool, and then collapses in a generalized tonic-clonic seizure. Upon the arrival of EMS, his heart rate is found to be 40 beats per minute and his pupils are pinpoint. For the most likely toxic substance involved in the cases above, select the appropriate treatment",True,False,False,False
fb2d5f89-35dc-4add-ae6c-da6bc4e8bce9,A six months old girl is having recurrent UTI. Ultrasound abdomen shows bilateral hydronephrosis. MCU (Micturating cysto urethrogram) shows bilateral Grade IV vesicoureteral reflux. The treatment of choice is -,True,False,False,False
fc8b247c-3794-45f9-b426-5856c290c1f1,"A-7 year child presenting with acute otitis media, does not respond to ampicillin. Examination reveals full and bulging tympanic membrane, the treatment of choice is -",True,False,False,False
ffa09e57-d00e-48aa-976c-2184413be3a8,"A-7 year child presenting with acute otitis media, does not respond to ampicillin. Examination reveals full and bulging tympanic membrane, the treatment of choice is:",True,False,False,False
