id,question,manual_label,llm_label
1d10e003-de40-41cf-bed2-a0bcaa5fac1a,"A 3-year-old child presents with fever and earache. On examination, there is a congested tympanic membrane with a slight bulge. The treatment of choice is -",True,False
1e041e32-9ffd-46b4-9806-3847d5b95ec9,"A 32 weeks premature infants, 900gm weight on the third days. The serum bilirubin is 13 mg%. The treatment of choice is -",True,False
1ecbcb6f-d705-49d8-b22b-df2cd6034036,45 year old alcoholic male came for deaddiction treatment. He has alcohol induced hepatitis with other blood parameters within normal limits. The drug that has to be given for the above patient for relapse prevention is,True,False
1ee6fb74-c5c4-4509-b652-fe9967e9ac39,"A patient is brought to the casualty in the state of altered sensorium. He was on Lithium treatment for affective disorder and has suffered through an attack of epileptic fits. On examination he has worsening tremors, increased DTR's and incontinence of urine. He has also undergone an episode of severe gastroenteritis 2 days ago. The serum Lithium was found to be 1.95 meg/Lit. The probable cause for his present state is:",True,False
2034031b-c816-400f-bc77-9e7cfbb73c19,"A 7-year-old child from West Bengal presented with high grade fever with chills and rigor. Peripheral smear examination revealed Plasmodium vivax. He was given treatment for the same. But he again presented with jaundice, and a repeat peripheral smear showed following. What is your diagnosis?",True,False
2236cf1a-77ff-4ad1-9772-60404866563c,A patient presented with a 1x1.5 cms growth on the lateral border of the tongue. The treatment indicated would be:,True,False
24baad6d-88ad-42f1-9201-9e05ca1a5e59,A 25-year-old female has been diagnosed to be suffering from tuberculosis categorized as category I (sputum +ve) case of relapse. The new treatment regimen recommended under DOTS is,True,False
24e6e46a-91bb-4c8d-9047-170fe6250e05,"Several weeks after surgical dissection of her left axilla for the removal of lymph nodes for staging and treatment of her breast cancer, a 32-year-old woman was told by her general physician that she had ""winging"" of her left scapula when she pushed against resistance during her physical examination. She told the physician that she had also experienced difficulty lately in raising her right arm above her head when she was combing her hair. In a subsequent consult visit with her surgeon, she was told that a nerve was accidentally injured during the diagnostic surgical procedure and that this produced her scapular abnormality and inability to raise her arm normally. What was the origin of this nerve?",True,False
274f448e-ca3d-464d-99bf-ac037040f0c8,A patient on antitubercular treatment shows sputum positivity at the end of intensive phase under category I. Next step would be : March 2009,True,False
27cbb8cb-919e-4569-bafe-89072a7a0573,Shunt surgery of choice for treatment of hydrocephalus in children is?,True,False
29b67df8-c8e0-4768-86db-8abe0ef6824a,One of your staff nurse had a deep prick from the needle used to inject an HIV positive individual. What is the treatment regime that should be staed in her/him? Note that drug resistance was suspected in the HIV patient. \r\n,True,False
29c7995a-3c3f-4d9c-8d26-8234c06086b8,Bone marrow depressive drugs in the treatment of AIDS patient are : a) Didanosine b) Zalcitabine c) Zidovudine d) Cotrimoxazole e) Ganciclovir,True,False
2c3683bb-f40b-40e9-b1bc-88c7735a7365,A 4 year old child with history of fall on left forearm and develops fracture in dorsal surface of mid region of radius. Best treatment is,True,False
2cbcf950-fcda-4089-972c-a8d7090fb8ec,"A 30 year old male presents to the clinic with swelling on the left side of his lower jaw. He gives no history of any previous surgical treatment. On extraoral examination, an asymmetrical face is seen. On palpation, bony hard swelling is appreciated.
Under polarized light source, apple-green colour birefringence of amyloid deposited in fibrous connective tissue stroma is seen. The most probable diagnosis for this patient is:",True,False
2e1b983b-196f-4df6-b200-caec5eb1f20d,"An 8-month old child presented with itchy, exudative lesions on the face, palms and soles. The siblings also have similar complaints. The treatment of choice is such a patient is:",True,False
2e797f75-1b22-4e57-8f5c-3fa2a8fa9370,A child with schizophrenia was on medications. Suddenly he developed neck stiffness and spasm. Best treatment of such a case is?,True,False
301038fb-e740-477c-b496-05ec411ab0a1,"A 36 year old female came for treatment of infeility. To test for her ovarian reserve, the following is measured:",True,False
304a8fcb-e37f-4766-8ddb-d0ef8f9a20a8,A six months old girl is having recurrent UTI. Ultrasound abdomen shows bilateral hydronephrosis. MCU (Micturating cysto urethrogram) shows bilateral Grade IV vesicoureteral reflux. The treatment of choice is:,True,False
3596819f-e711-4fd8-9a95-3dfe3b5887a4,A 35 yrs female has been diagnosed with obsessive compulsive disorder and she washes her hands many times a day. Which would be the best CBT technique for her treatment?:,True,False
36d41b07-8c5a-4823-85f3-f3b9bc433ee1,A 60 year old male was diagnosed as carcinoma right lung. On CECT chest there was a tumor of 5 ✕ 5 cm in upper lobe and another 2 ✕ 2 cm size tumor nodule in middle lobe. The primary modality of treatment is -,True,False
3a80b273-d000-4ddd-a53e-e7c8841486b5,"A 10yr old boy with a known case of nephrotic syndrome since 4 years on treatment brought to the pediatric OPD with chief complaint of difficulty in breathing. There is no history of fever. On examination, respiratory system was normal except slightly reduced breath sounds on right infra-axillary region. Paediatrician thinks of pleural effusion. What is next best modality of investigation to detect pleural effusion?",True,False
3bec1100-b202-43d3-9089-93db6dc7c9f1,A 23 year old boy with schizophrenia is well maintained on risperidone for the last 2 months. He has no family history of the disease. For how long will you continue treatment in this patient?,True,False
3e95b7f8-e668-4695-9021-0a286d1662e2,The operative treatment in Hirschsprung's disease is only undertaken when child -,True,False
3f8df8a1-2624-4149-996f-8b25e655a6b6,A 14 year old boy present with headache fever and cough for 2 days. Sputum is scant and non purulent and gram stain reveals many white cells but no organisms. The treatment should be initiated with,True,False
43379943-b871-4747-965f-9d9a7983f831,"A 58-year-old woman is seen for evaluation of a swelling in her right vulva. She has also noted pain in this area when walking and during coitus. At the time of pelvic examination, a mildly tender, fluctuant mass is noted just outside the introitus in the right vulva in the region of the Bartholin's gland. What is the most appropriate treatment?",True,False
5c17c0db-c0ec-4c3e-900e-211acdd097b2,"A 24-year-old male law student presents with a 3-wk history of increasing dyspnea. He has a history of chronic sputum production of about 100 cc of purulent material each day for many years. In the past, he was hospitalized for a left pneumothorax. He is on inhaled bronchodilator as an outpatient. CXR is shown below.The most helpful treatment option would be",True,False
5cb5adf1-ac54-4390-9768-40ee00845635,"A 24 year old unmarried woman has multiple nodular, cystic, pustular and comadonic lesions on face, upper back and shoulders for 2 years. The drug of choice for her treatment.",True,False
6022af1f-be7a-4b78-8cda-43e0bac536e5,"A 28 year old labourer, 3 yrs back presented with penile ulcer which was not treated. Later he presented with neurological symptoms for which he got treated. Which is the test to monitor response to treatment?",True,False
60c66343-fee2-45fa-91a5-0270ee9d94ff,"A 55 year old gentleman presented with history of right upper quadrant discomfort, jaundice, pruritis, fever, fatigue and weight loss. His serum bilirubin and alkaline phosphatase levels are raised and he also gives history of treatment for inflammatory bowel disease. He is most likely to be suffering from:",True,False
63826197-0786-43c2-9c7e-5c4c471dc731,"A 65yr old male patient presents with history of early morning bloody diarrhoea, Change in bowel habits, Intermittent Obstruction.Sometimes he had a feeling of incomplete evacuation and Tenesmus. There is no positive family history for any carcinoma.What will be the treatment of choice in this case:",True,False
639b909f-3e90-41b1-b076-12857dd882d0,"A fifty year old male feels uncomfortable in using the lift, being in crowded places and traveling. The most appropriate line of treatment is -",True,False
66b55f61-24d1-4a1b-85f0-262bdf4cdd78,"8-month-old male infant is brought in for routine checkup by his mother. The child is pale, but other than that, looks healthy, with growth parameters within the expected range. The mother informed that boy was breast fed for three months, followed by cow's milk substitute. For the last two months, she started giving him fruits and vegetables; however, she still hasn't introduced eggs and milk into the boy's diet. Complete blood count (CBC) shows hemoglobin (Hgb) level to be 9g/dL, mean corpuscular volume (MCV) of 65fL, increased total iron binding capacity (TIBC) and low serum iron. Neither mother nor father have a positive family history for any blood disorder. What is the best treatment?",True,False
691b3111-bac1-421e-943b-9f9b1c39dab2,"A 24 year old unmarried woman has multiple nodular, cystic, pustular and comadonic lesions on face, upper back and shoulders for 2 years. The drug of choice for her treatment would be –",True,False
694066d7-6878-44c5-9d81-321dbfeb78cc,The current treatment of choice for a large antrochoanal polyp in a 30-year-old man is:,True,False
696c710f-3003-4259-b1c6-4dc3757078f2,A 6-year-old child with recurrent URTI with mouth breathing and failure to grow with the high arched palate and impaired hearing.treatment of choice is -,True,False
6f7ab13f-2f64-4cbb-85bb-537f87f5f967,"A six-year-old child is admitted to the Paediatric ICU for seizures. He has been on treatment with Tacrolimus and Prednisolone. On investigations, his blood urea is 68 mg.dk Serum Sodium is 136 meq/l likely cause of his seizures -",True,False
6fe50f99-6987-48cf-9f4e-862652ba56db,20.The current treatment of choice for a large antrochoanal polyp in a 30 year old man is:,True,False
7271c15a-4fb2-4c60-826b-55f3de32bf4b,A female in the emergency depament is found to have CSF rhinorrhea following a motor vehicle accident. What is the first line of treatment for CSF rhinorrhoea in this patient?,True,False
7be13155-394b-4742-9bd9-ae924c3a8a59,"If a new sputum smear positive patient of tuberculosis continues to be smear positive at the end of intensive phase of category I treatment under DOTS, fuher management of this patient would be to -",True,False
7f878470-8aee-4db2-b8ef-258089f7d341,A patient using contact lens develops corneal infection. Laboratory diagnosis of acanthomoeba keratitis was established. The following is the best drug for treatment:,True,False
82cac788-eda8-4954-84fe-8e17ea6fcfac,"A 24-year old male had multiple, small hypopigmented macules on the upper chest and back for last three months. The macules were circular, arranged around follicles and many had coalesced to form large sheets. The surface of the macules showed fine scaling. He had similar lesions one year ago which subsided with treatment. The most appropriate investigation to confirm the diagnosis:",True,False
84c43086-9b09-4869-9ff6-c0f1aa5caaa9,A patient came with chief complaints of cuain falling in front of eye after blunt trauma. O/e there was inferior giant retinal tear. What should be the immediate line of treatment,True,False
8980a262-df85-4c2a-a508-c8975cb3dcdf,In a patient with compensated liver cirrhosis presented with history of variceal bleed. The treatment of choice in this patient is -,True,False
8b73ba49-78a9-41c2-a1b7-658a7fb02c52,"An adult male patient presented in the OPD with complaints of cough and fever for 3 months and haemoptysis off and on, His sputum was positive for AFB. On probing it was found that he had already received treatment with RHZE for 3 weeks from a nearby hospital and discontinued. How will you categorize and manage the patient -",True,False
8c782a37-597a-4cc2-86f8-496a55e7a3ff,A 42-year-old female P3 + 0 + 0 + 3 is found to have carcinoma in situ. Best treatment would be:,True,False
8e64e53c-fbc8-4de4-b12d-843986b58265,"A 19 - year - old boy suffering from chronic Schizophrenia is put on haloperidol at the dose of 20 mg/day. A week after the initiation of medication the patient shows restlessness, fidgetiness, irritability and cannot sit still at one place. The most appropriate treatment strategy is:",True,False
8ed03fe7-2d0b-47e7-a762-46897bfae3dd,In multibacillary leprosy the follow up examination after adequate treatment should'be done yearly for -,True,False
8f254bbd-19c7-49b9-b37a-3bd5aac3c71d,"10 year old boy developed hoarseness of voice following on attach of diphtheria, No other significant OLE or VR is paralysed, treatment of choice is",True,False
92e7f4ec-b00a-4917-82cc-617e5d438c78,"A 30 years old primipara in labour with transverse lie, treatment of choice is:",True,False
93638f2d-6b25-4fe9-8cd1-39fe7f952d3c,"A19 year old boy suffering from chronic schizophrenia is put on haloperidol in the dose of 20 mg/day. A week after the initiation of medication the patient shows restlessness, fidgety, irritability and cannot sit still at one place. The most appropriate treatment strategy is -",True,False
9661ebe8-88d3-4312-b820-99ddd97cd66d,"A patient comes in stupor condition patient's parents give history of being continually sad and suicidal attempts, not eating and sleeping most of the time. The treatment is -",True,False
98944f7a-ec81-4040-b6fb-618ba132085d,What is the treatment for primary grade 5   vericoureteric reflux  involving both kidney in a 8 months old boy is,True,False
98a42be3-6988-4552-a65b-b17196119ea5,The treatment of choice for inguinal hernia in infants is -,True,False
98c93ab4-4db1-426e-8fb9-9eeb6da5bab5,A 40 years old P4+2 female has been diagnosed to have H.mole. The treatment would be:,True,False
993a097d-f871-4605-a018-8d0ae8ba3ec7,The recommended treatment for preputial adhesions producing ballooning of prepuce during micturition in a 2-year-old boy is -,True,False
99fa0802-8bbf-498e-b8bb-6c285776ba93,A patient using contact lens develops corneal infection. Laboratory diagnosis of acanthamoeba keratitis was established.The following is the best drug for treatment-,True,False
a5b4ad15-1757-4ea9-bdfe-8304b616c555,A permanent incisor with an open apex is extruded 4 mm following an injury 15 minutes ago. What is the treatment of choice?,True,False
a7e3eafd-a253-484d-9048-488c4916ae9c,"An 8-yr old child comes to your clinic with large front teeth having jagged margins, what is the treatment plan for this patient?",True,False
a9bb3b7c-d4fb-4417-984a-9d5177b94720,"A 9 months child has been presented in the emergency with complaints of seizure one hour back. On examination, child is alert and on investigation S.calcium is found to be 5mg %. His next line of treatment will be:",True,False
aaad5cfd-46f8-4e33-b589-7c70c8f78958,"A woman of 45, a known cause of pemphigus vulgaris on a regular treatment with controlled primary disease presented with pain in the right hip and knee. Examination revealed no limb length discrepancy but the patient has tenderness in the scarpa's triangle and limitation of abduction and internal rotation of the right hip joints as compared to the other side. The most probable diagnosis is -",True,False
abdf0e47-7ea3-41d7-b435-5dd8b3c69047,The immediate treatment of 10 kg weight infants presented with tetany -,True,False
b0662d4c-16cf-478d-b526-98fd06cdff96,"A male 25 years old presents to the dental clinic with a black spot. He also gives the history of previous dental treatments of other teeth as well and wants gold to be filled in his tooth. On examination, it is revealed that 16 no. tooth has pit and fissure caries. Which preparation is used for retention in this restoration?",True,False
b18f2aaf-d6f1-45cf-8607-a50f0ec71782,A patient of closed angle Glaucoma the treatment of choice in other eye is,True,False
b27085d6-bf74-4ea6-9348-5e1132c1972a,"A 38-year-old male presented with a suspected diagnosis of suppurate labyrinthitis. A positive Rinne's test and positive fistula test was recorded on initial examination. The patient refused treatment, and returned to the emergency depament after 2 weeks complaining of deafness in the affected ear. On examination, fistula test was observed to be negative. What is the likely expected finding on repeating the Rinne test?",True,False
b293f3d7-ae14-4e09-97fd-71568f827539,Preferred treatment in a 60years old patient with Maxillary carcinoma involving anterolateral pa of maxilla is,True,False
b376ce39-7f41-43bd-adc3-8d5c8b57f2f0,"A 24 year old unmarried woman has multiple nodular, cystic, pustular and comedonicus lesions on face, upper back and shoulders for 2 years. The drug of choice for her treatment:",True,False
b6837227-f70a-493e-ae06-35a15291805c,A young nulliparous woman has 3rd degree uterovaginal prolapse without any cystocele or rectocele. There is no stress incontinence. Uterocervical length is 3 inches. All other symptoms are normal. The best treatment plan for her will be:,True,False
b794ae0a-b406-42b7-b68d-db9371533c18,A 20-year-old female received treatment for bronchial asthma. She noticed a mole recently. Which characteristic of mole carries a high risk for malignancy?,True,False
c0b5c042-ea6d-49dd-bbcb-8c76cdf9b9a1,"A 55-year old man who was a chronic alcoholic presented with confusion, ataxia, and diplopia. What is the treatment protocol?",True,False
cb0ca47d-abc5-4e93-b8bf-52993b7d9218,"A patient who was initially smear positive, who began the treatment and who remained or became smear positive again at five months or later during the course of treatment is called as:",True,False
cbb69e57-7dd5-46d8-9be6-7ef5e3afa9d1,Delamanid is used for the treatment of,True,False
cfa4350b-e6e6-4bbd-ae0e-cd00314d90c3,"An 18-year-old man is admitted to the hospital with acute onset of substernal chest pain that began abruptly 30 minutes ago. He repos the pain radiating to his neck and right arm. He has otherwise been in good health. On physical examination, he is diaphoretic and tachypnoeic. His BP is 102/48 mmHg and hea rate is 112 bpm, regular rhythm but is tachycardiac. A 2/6 holosystolic murmur is heard best at the apex and radiates to the axilla. His lungs have bilateral rales at the bases. The ECG demonstrates 4 mm of ST elevation in the anterior leads. In the past he was hospitalized for some problem with his hea when he was 4 years old. His mother, who accompanies him, repos that he received aspirin and g- globulin as treatment. Since that time, he has required intermittent follow-up with echocardiography. What is the most likely cause of this patient's acute coronary syndrome?",True,False
d1c43178-f3fe-40d9-a1f3-f9b0ccf506b0,"A 55-year-old male, with uncontrolled diabetes mellitus and hypeension, developed severe air-borne contact dermatitis. The most appropriate drug for his treatment would be:",True,False
d3198f84-e8a7-4f2f-9b88-7321d7ba2f1d,A 9- years old child has steroid dependant nephrotic syndrome for the last 5 years. He has received corticosteroids almost continuously during this period and has Cushingoid features. The blood pressure is 120/86 mmHg and there are bilateral subcapsular cataracts. The treatment of choice is:,True,False
d3b7e531-108d-43c8-b846-e85a32301358,"Thrombolytics can provide relative moality reduction in the treatment of acute myocardial infarction, if patient comes within:",True,False
d93cf761-fca1-4a1d-9691-60b1af04bbe0,"A 30-years-old woman para 2+0, hypertension have menorrhagia. Which is best treatment for her?",True,False
d9ccb419-a928-4fb8-b27e-364e40e0bcd4,"Rathi, 26 years old female diagnosed to be suffering from depression. Now for the past 2 days had sucidal tendency, thought & ideas. The best treatment is",True,False
da57991e-51a7-4f49-8517-b96366a18958,For the treatment of a patient with after cataract which laser is used?,True,False
db4237d0-b161-4163-8ea8-6c0e09336a7d,A male 25 years old presents to the dental clinic with black spot .He also gives the history of previous dental treatments of other teeth as well . Intraoral examination reveals pit and fissure caries with 17. The alignment of the rotary instrument shank axis in this patient should be:,True,False
e5b806c7-b0f5-4101-892a-d9534a25509a,"A 35 year old male with history of multiple sex partners, comes up with urethral discharge. Best treatment option is -",True,False
e8674074-5b5d-40c1-9393-343b128a9e22,A woman comes to the psychiatrist with history of spending a lot of time in washing her hands. She is distressed about it but says that she cannot stop the practice and spends a lot of time on it. This has staed affecting her social life as well. What is the best mode of treatment for her?,True,False
ea7ac8ab-a7b2-4eab-825e-f85449eedf0c,A 70-year-old woman presents with a tender irreducible mass immediately below and lateral to the pubic tubercle. Plain abdominal x-ray shows intestinal obstruction Treatment with a nasogastric tube and intravenous fluids is initiated. What is the next step in treatment?,True,False
ea8e7058-1065-4158-9440-307c3f5f59aa,"A young female patient reports to the dental office with complaint of small gaps between her teeth

Shade selection for such a treatment should be carried out under the",True,False
ec97a4dd-42cb-4d0e-a8e8-bc8ffd43cc6b,"A young female patient reports to the dental office with complaint of small gaps between her teeth

The most feasible and economic treatment option for such a situation would be",True,False
ee8b1200-b740-4a72-82e7-9de20100944a,A 25-year-old woman complains of intermittent vague right upper quadrant (RUQ) pain. She has been on oral contraceptive tablets for 6 years. A CT scan of her abdomen shows multiple low-density solid masses occupying the entire right lobe of her liver as well as most of the left lobe. What is the best treatment for this patient?,True,False
ef20580f-461a-41cb-af4d-9c232907e409,"A coin is loaded in the esophagus of an asymptomatic 3 years female child, treatment is:",True,False
efb94eec-e9fd-48d4-b826-7f9c1626ab63,"Vidya, a 3 years old comes for her pre dental visit. She is
highly intelligent with family members of high I.Q. you
would do most probably what type of treatment",True,False
f0ea83d6-2cad-4f9e-ad41-640800b19489,A 80 years old male presented with lung abscess in left upper zone. Best treatment modality is -,True,False
f150931f-7682-4cc7-8b31-1982a5cee737,"A 19-year-old man is brought to the emergency department after dislocating his shoulder while playing football. Following treatment of the dislocation, he cannot initiate abduction of his arm. An MRI of the shoulder shows a torn muscle. Which muscle was most likely damaged by the injury?",True,False
f17d5ea9-1209-4f12-937e-194f436aacd7,"A 45 year old patient chronic alcoholic, who was regular treatment for diabetes, died from acute exacerbation of chronic pancreatitis. As per Medical ceification of cause of death, the column pa 1 (a) of death ceificate is filled with________",True,False
f1cf4cd7-cb5e-4b04-859f-6aed775a1ea9,Psychotic patient on antipsychotic drugs develops toicollis within 4 days of therapy. what is the treatment?,True,False
f2820d9f-2743-43aa-aca6-b488f71b7929,A mother reported to clinic with her 40 days old child. There is a small ulcer on the tongue which is tender with erupted teeth In mandibular anterior alveolus. What will be your treatment plan:,True,False
f5a7bf26-0527-4fb8-a48b-8d715ee2c967,"A patient presents with fever, cough with sputum and weight loss. He has a history of not completing treatment for tuberculosis thrice in the past. XDR-TB is suspected. How is XDR-Tb defined?",True,False
f68a1cc4-784f-4fb9-94bd-4d5136c2b124,"A young man with pulmonary tuberculosis presents with massive recurrent hemoptysis. For angiographic treatment, which vascular structure should be evaluated first?",True,False
f6d7c2bd-fe48-4e87-bf30-36055c8fc8c2,"A newborn male is brought by parents with imperforate anus . After ruling out the associated abnormalities , Inveogram was performed and rectal gas was below the coccyx . What is preferred treatment of child ?",True,False
f6f783e1-40a1-4a58-b6cd-119aade2974e,A male did not have alcohol for 2 days presented with seizures treatment given: AIIMS 13,True,False
f7ec1e83-ae59-40a7-86c2-9096092a3b67,A 48 years old female suffering from severe menorrhagia (DUB) underwent hysterectomy. She wishes to take hormone replacement therapy. Physical examination and breast are normal but X-ray shows osteoporosis. The treatment of choice is:,True,False
f891e2e0-5e96-4061-a160-2ec0b21b760b,"A 50 years male with fracture neck of femur comes after 3 days, treatment of choice is -",True,False
f96a54e6-ffa2-40e6-b2c9-84ec6a532037,"An elderly female presents with the nasal blockade and nasal discharge with black debris. Blood sugar was raised and urine is positive for ketones. Best treatment for the patient would be:(AIIMS May 2013, Nov 2012)",True,False
fa719447-38f2-4123-9a08-127a97517dc8,A 25-year-old female has been diagnosed to be suffering from tuberculosis categorized as Category II (Sputum+ve relapse). The treatment regimen recommended under DOTS is -,True,False
fa7c00b1-1d39-455a-bae7-434c2b6554df,"After helping his father in the yard, a 14-year-old boy complains of weakness and feels like his muscles are twitching. He begins to drool, and then collapses in a generalized tonic-clonic seizure. Upon the arrival of EMS, his heart rate is found to be 40 beats per minute and his pupils are pinpoint. For the most likely toxic substance involved in the cases above, select the appropriate treatment",True,False
fc8b247c-3794-45f9-b426-5856c290c1f1,"A-7 year child presenting with acute otitis media, does not respond to ampicillin. Examination reveals full and bulging tympanic membrane, the treatment of choice is -",True,False
